gvkey	gvkeyx	from	thru	tic	co_conm	co_tic	co_cusip
006742	000003	19760630		I0003	LINCOLN NATIONAL CORP	LNC	534187109
007647	000003	19760630		I0003	BANK OF AMERICA CORP	BAC	060505104
008007	000003	19760630		I0003	WELLS FARGO & CO	WFC	949746101
003463	000003	19760630	19840930	I0003	CONTINENTAL BANK CORP	CBK.2	211113105
008252	000003	19760630	19850430	I0003	PABST BREWING CO	PABT	693715203
004732	000003	19760630	19870331	I0003	FIRST PENNSYLVANIA CORP	FPA.	336072103
006058	000003	19760630	19870331	I0003	INTERFIRST CORP	IFC.1	458916103
015448	000003	19760630	19880531	I0003	DUKE ENERGY INDIANA INC	CIN3	263901001
004323	000003	19760630	19890331	I0003	EMERY AIR FREIGHT CORP	EAF	291101103
007003	000003	19760630	19920101	I0003	MANUFACTURERS HANOVER CORP	MHC.1	564809101
010705	000003	19760630	19931130	I0003	TRAVELERS CORP	TIC.1	894180108
002558	000003	19760630	19940228	I0003	CNA FINANCIAL CORP	CNA	126117100
003459	000003	19760630	19950509	I0003	CONTINENTAL CORP	CIC.3	211327101
004689	000003	19760630	19951130	I0003	FIRST CHICAGO CORP	FNB.	319455101
002943	000003	19760630	19960331	I0003	CHASE MANHATTAN CORP  -OLD	CMB.1	161610100
004710	000003	19760630	19960331	I0003	FIRST INTERSTATE BNCP	I.1	320548100
011649	000003	19760630	19961103	I0003	YRC WORLDWIDE INC	YRCW	984249607
003416	000003	19760630	19961202	I0003	CON-WAY INC	CNW	205944101
065351	000003	19760630	19970610	I0003	PROVIDIAN CORP	PVN.2	744061102
009168	000003	19760630	19980127	I0003	CALIBER SYSTEMS INC	CBB.1	129894101
010815	000003	19760630	19980426	I0003	USF&G CORP	FG.1	903290104
002024	000003	19760630	19980930	I0003	BANKAMERICA CORP-OLD	BAC.Z.	066050105
003066	000003	19760630	19981007	I0003	CITICORP	3614B	17399Z931
002029	000003	19760630	19990603	I0003	BANKERS TRUST CORP	BT.2	066365107
002014	000003	19760630	19990930	I0003	BANKBOSTON CORP	BKB.2	06605R106
007562	000003	19760630	20010101	I0003	MORGAN (J P) & CO	JPM.Z	616880100
001465	000003	19760630	20010829	I0003	AMERICAN GENERAL CORP	AGC.1	026351106
009380	000003	19760630	20040401	I0003	ST PAUL COS	SPC.2	79299X952
006241	000003	19760630	20060402	I0003	JEFFERSON-PILOT CORP	JP.1	475070108
007238	000003	19760630	20070701	I0003	MELLON FINANCIAL CORP	MEL.3	58551A108
009351	000003	19760630	20080922	I0003	SAFECO CORP	SAF	786429100
001663	000003	19760630	20081118	I0003	ANHEUSER-BUSCH COS INC	BUD.2	035229103
003024	000003	19760630	20160118	I0003	CHUBB CORP	CB.1	171232101
005871	000003	19760930	19890731	I0003	IDEAL BASIC INDUSTRIES INC	IDL.1	451542104
003813	000003	19761231		I0003	TARGET CORP	TGT	87612E106
006008	000003	19761231		I0003	INTEL CORP	INTC	458140100
011440	000003	19761231	19930630	I0003	WESTMORELAND COAL CO	WLB	960878106
007772	000003	19761231	20110925	I0003	NATIONAL SEMICONDUCTOR CORP	NSM.2	637640103
002845	000003	19770331	20090818	I0003	CENTEX CORP	CTX.2	152312104
002775	000003	19770630	19841231	I0003	CARNATION CO	CMK.2	143483105
001308	000003	19770630	19870630	I0003	ALLIS-CHALMERS ENERGY INC	ALY	019645506
008585	000003	19770630	19881231	I0003	PILLSBURY CO	5841A	721510006
003030	000003	19771231	19890228	I0003	CHURCH'S FRIED CHICKEN INC	CHU.1	171583107
001620	000003	19780331	19840131	I0003	AMSTAR CORP	4072A	032173007
007276	000003	19780630	19851130	I0003	MESA INC	MXP.	590655106
011379	000003	19780630	19890331	I0003	WEST POINT-PEPPERELL	WPM.1	955465109
004062	000003	19780630	20071213	I0003	DOW JONES & CO INC	DJ	260561105
002154	000003	19780930	20141204	I0003	BEMIS CO INC	BMS	081437105
010519	000003	19781231		I0003	TEXTRON INC	TXT	883203101
007992	000003	19781231	19850630	I0003	NORTHWEST INDUSTRIES	NWT	667528103
005378	000003	19781231	19931031	I0003	PARAMOUNT COMMUNICATIONS INC	PCI.3	699216107
006765	000003	19781231	19940228	I0003	LITTON INDUSTRIES INC	LIT.1	538021106
010443	000003	19781231	19991104	I0003	TENNECO INC	TEN	880349105
010405	000003	19781231	20150701	I0003	ALLEGHENY TECHNOLOGIES INC	ATI	01741R102
005718	000003	19790331	19890228	I0003	HCA HOSP CP OF AMER  -CL A	HCA.1	40499V931
009775	000003	19790331	19890630	I0003	SMITHKLINE BECKMAN CORP	SKB	832377105
021375	000003	19790331	19890930	I0003	AMERICAN MEDICAL HOLDINGS	AMI.1	027428101
005776	000003	19790331	19930831	I0003	GALEN HEALTH CARE INC	GHC.1	363233107
010669	000003	19790331	19990721	I0003	TRANSAMERICA CORP	TA.1	893485102
007750	000003	19790331	20160417	I0003	TENET HEALTHCARE CORP	THC	88033G407
011060	000003	19790630		I0003	VF CORP	VFC	918204108
016476	000003	19790630	19850831	I0003	LEVI STRAUSS & CO	6206B	52736R938
005505	000003	19790630	19950529	I0003	HARTMARX CORP	HTMXQ	417119104
010039	000003	19790930	19850331	I0003	STAUFFER CHEMICAL CO	STF.	857721104
009705	000003	19790930	19850831	I0003	SIGNAL COS	SGN.1	826622102
001573	000003	19790930	19990623	I0003	AMERICAN STORES CO	ASC.1	030096101
011264	000003	19791231		I0003	WALGREENS BOOTS ALLIANCE INC	WBA	931427108
004094	000003	19791231	20001002	I0003	DUN & BRADSTREET CORP	DNB	26483E100
001487	000003	19800331		I0003	AMERICAN INTERNATIONAL GROUP	AIG	026874784
004818	000003	19800331		I0003	FLUOR CORP	FLR	343412102
006878	000003	19800630	19860331	I0003	MGM UA ENTERTAINMENT CO	MGM.1	553013103
005492	000003	19800630	19991107	I0003	HARRIS CORP	HRS	413875105
011040	000003	19800630	20000402	I0003	PHARMACIA & UPJOHN INC	PNU.1	716941109
011278	000003	19800930	19920731	I0003	WANG LABS INC	WANG	933696205
004598	000003	19801231		I0003	FEDEX CORP	FDX	31428X106
008253	000003	19801231		I0003	PACCAR INC	PCAR	693718108
005816	000003	19801231	19840131	I0003	HYSTER CO	HYST	449168103
009226	000003	19801231	19841031	I0003	ROLM CORP	RM.1	775784101
010571	000003	19801231	19890131	I0003	TIGER INTERNATIONAL	6068B	886735109
006856	000003	19801231	19950702	I0003	M/A-COM INC	MAI.1	552618100
007980	000003	19801231	20020721	I0003	NORTEL NETWORKS CORP	NRTLQ	656568508
001891	000003	19810331		I0003	AUTOMATIC DATA PROCESSING	ADP	053015103
009483	000003	19810331	20060226	I0003	SCIENTIFIC-ATLANTA INC	SFA.1	808655104
005256	000003	19810630		I0003	GRAINGER (W W) INC	GWW	384802104
007085	000003	19810630		I0003	MASCO CORP	MAS	574599106
010790	000003	19810630	19840430	I0003	TYMSHARE INC	TYM.1	902384106
005074	000003	19810630	19840930	I0003	ELECTRONIC DATA SYSTEMS CORP	EDS.	285661104
010503	000003	19810630	19860131	I0003	TEXAS OIL & GAS CORP	TXO	882593106
003782	000003	19810630	19910331	I0003	CATTLESALE CO	CTLE.	26779T100
003760	000003	19810630	19991012	I0003	DATA GENERAL CORP	DGN.	237688106
003336	000003	19810630	20151130	I0003	DXC TECHNOLOGY COMPANY	DXC	23355L106
001722	000003	19810729		I0003	ARCHER-DANIELS-MIDLAND CO	ADM	039483102
011306	000003	19810812	19980716	I0003	WASTE MANAGEMENT INC-OLD	WMX	94106K101
009967	000003	19810930	19890930	I0003	SQUIBB CORP	SQB	852245109
005038	000003	19810930	20010627	I0003	HARCOURT GENERAL INC	H.2	41163G101
009411	000003	19810930	20120628	I0003	HILLSHIRE BRANDS CO	HSH	432589109
010097	000003	19811231	19841031	I0003	STORAGE TECHNOLOGY CP	STK.1	862111200
006319	000003	19811231	19870228	I0003	KAISER CEMENT CORP	KCC.1	483044103
010001	000003	19811231	19870630	I0003	STANDARD OIL CO	SRD	853734101
007116	000003	19820331		I0003	MATTEL INC	MAT	577081102
011466	000003	19820331	19860430	I0003	WHITE CONSOLIDATED INDS INC	WSW	963626106
011396	000003	19820331	19880131	I0003	WESTERN CO OF NO AMER	WSN.	958043408
011691	000003	19820331	19951219	I0003	ZURN INDUSTRIES INC	ZRN	989824107
011366	000003	19820331	20080929	I0003	WENDY'S INTERNATIONAL INC	WEN.2	950590109
003176	000003	19820630	19861130	I0003	COLLINS & AIKMAN CORP  -OLD	CR.1	194828109
008208	000003	19820630	19861130	I0003	OVERNITE TRANSPORTATION	OVT.1	690326103
005563	000003	19820630	19871130	I0003	HEILEMAN (G) BREWING  -OLD	GHB	422884106
002080	000003	19820630	19951031	I0003	BASSETT FURNITURE INDS	BSET	070203104
007254	000003	19820630	19980813	I0003	MERCANTILE STORES CO INC	MST.	587533100
006864	000003	19820630	19980915	I0003	MCI COMMUNICATIONS	MCIC.	552673105
007267	000003	19820630	20090101	I0003	MERRILL LYNCH & CO INC	BAC2	590188108
011259	000003	19820831		I0003	WAL-MART STORES INC	WMT	931142103
003165	000003	19820831	19880630	I0003	RANGER INDUSTRIES INC	RNGR.1	752907105
003610	000003	19820831	19910930	I0003	CROSS & TRECKER CORP	CTCO.1	227430105
009778	000003	19820930		I0003	SNAP-ON INC	SNA	833034101
010016	000003	19820930		I0003	STANLEY BLACK & DECKER INC	SWK	854502101
006635	000003	19820930	19870630	I0003	LEASEWAY TRANSPORTATION CORP	LSWY	522075100
009217	000003	19820930	20090401	I0003	ROHM AND HAAS CO	ROH	775371107
002435	000003	19821031		I0003	BROWN FORMAN CORP	BF.B	115637209
003167	000003	19821031	19890331	I0003	COLEMAN CO INC  -OLD	6057B	193558103
005063	000003	19821031	19900731	I0003	GENERAL INSTRUMENT CORP	GIC.3	370120107
010093	000003	19821031	19981117	I0003	STONE CONTAINER CORP	STO.3	861589109
001690	000003	19821130		I0003	APPLE INC	AAPL	037833100
011049	000003	19821130	19970617	I0003	USLIFE CORP	USH.1	917318107
008068	000003	19821231		I0003	OCCIDENTAL PETROLEUM CORP	OXY	674599105
009299	000003	19821231	20170618	I0003	RYDER SYSTEM INC	R	783549108
009312	000003	19830228	19840930	I0003	SCA SERVICES INC	SCV.1	783878101
009556	000003	19830228	19950712	I0003	SPX CORP-OLD	SPW.2	784993941
008468	000003	19830331	19981230	I0003	PENNZENERGY CO	PZE.1	70931Q109
004371	000003	19830731	20060605	I0003	ENGELHARD CORP	EC.2	292845104
003362	000003	19830831		I0003	CONAGRA BRANDS INC	CAG	205887102
004652	000003	19830831	19880331	I0003	FINANCIAL CORP OF AMERICA	5930B	317421105
006733	000003	19830930		I0003	L BRANDS INC	LB	501797104
010639	000003	19830930	20050721	I0003	TOYS R US INC	1231B	892335100
005744	000003	19831031	19850630	I0003	HOUSTON PIPE LINE CO	ENRNQ1	44299Y004
002136	000003	19831130		I0003	VERIZON COMMUNICATIONS INC	VZ	92343V104
009899	000003	19831130		I0003	AT&T INC	T	00206R102
061489	000003	19831130	19941130	I0003	QWEST COMMUNICATION INTL INC	Q.2	749121109
008286	000003	19831130	19970402	I0003	PACIFIC TELESIS GROUP	PAC.2	694890104
008044	000003	19831130	19970817	I0003	NYNEX CORP	NYN	670768100
001485	000003	19831130	19991011	I0003	AMERITECH CORP	AIT.1	030954101
002146	000003	19831130	20070103	I0003	BELLSOUTH CORP	BLS	079860102
002559	000003	19831231	19890630	I0003	CNW CORP	9257B	126137108
006829	000003	19840229		I0003	LOWE'S COMPANIES INC	LOW	548661107
006868	000003	19840229	19860531	I0003	MEI CORP	MEI.2	55299Y109
009872	000003	19840229	19871130	I0003	7-ELEVEN INC	SE.3	817826209
003352	000003	19840229	19880131	I0003	COMPUTERVISION CORP  -OLD	CVN.4	205578107
010329	000003	19840229	19970831	I0003	TANDEM COMPUTERS INC	TDM.	875370108
008823	000003	19840430		I0003	PULTEGROUP INC	PHM	745867101
009297	000003	19840430	19861130	I0003	RYAN HOMES INC	RYN.1	783498108
001380	000003	19840531		I0003	HESS CORP	HES	42809H107
003645	000003	19840531	19890831	I0003	CULLINET SOFTWARE INC	CUL.2	230032104
013499	000003	19840630	19851130	I0003	STORER COMMUNICATIONS INC	4660C	862133931
001161	000003	19840630	20130922	I0003	ADVANCED MICRO DEVICES	AMD	007903107
006774	000003	19840731		I0003	LOCKHEED MARTIN CORP	LMT	539830109
006531	000003	19840731	19860630	I0003	LTV CORP	LTVCQ	501921100
004040	000003	19840731	20121211	I0003	DONNELLEY (R R) & SONS CO	RRD	257867200
008022	000003	19840831	19891031	I0003	NOXELL  -CL B	NOXLB	670148204
003705	000003	19840831	19980827	I0003	DSC COMMUNICATIONS CORP	DIGI.1	233311109
005518	000003	19840930		I0003	HASBRO INC	HAS	418056107
001988	000003	19841031		I0003	BALL CORP	BLL	058498106
010488	000003	19841031	19870331	I0003	TEXAS COMMERCE BANCSHARES	TCB.3	882315104
003930	000003	19841031	19950330	I0003	MAXUS ENERGY CORP	MXS	577730104
002051	000003	19841031	19980111	I0003	BARNETT BANKS INC	BBI.2	068055102
009635	000003	19841031	20000607	I0003	SHARED MEDICAL SYSTEMS CORP	SMS.2	819486101
006403	000003	19841031	20060810	I0003	KERR-MCGEE CORP	KMG.1	492386107
006768	000003	19841031	20081201	I0003	KATE SPADE & CO	KATE	485865109
006036	000003	19841130	19970727	I0003	INTERGRAPH CORP	INGR.	458683109
009293	000003	19841130	20001211	I0003	RUSSELL CORP	RML.1	782352108
001240	000003	19841130	20060601	I0003	ALBERTSON'S INC	ABS.1	013104104
001651	000003	19841130	20061001	I0003	ANDREW CORP	ANDW	034425108
007866	000003	19841130	20101219	I0003	NEW YORK TIMES CO  -CL A	NYT	650111107
025658	000003	19841231	19890731	I0003	COMPUTERVISION CORP	CVN.2	20557T101
009673	000003	19850131	19970101	I0003	SHONEY'S INC	3SHOY	825039100
010190	000003	19850131	20120430	I0003	SUPERVALU INC	SVU	868536103
009258	000003	19850131	20140818	I0003	ROWAN COMPANIES PLC	RDC	G7665A101
005314	000003	19850228	19900228	I0003	GREAT NORTHERN NEKOOSA CORP	GNN	391090107
001209	000003	19850430		I0003	AIR PRODUCTS & CHEMICALS INC	APD	009158106
008030	000003	19850430		I0003	NUCOR CORP	NUE	670346105
004145	000003	19850531		I0003	PERKINELMER INC	PKI	714046109
003586	000003	19850531	19960327	I0003	CRAY RESEARCH	CYR.1	225224104
006831	000003	19850531	19970101	I0003	LUBYS INC	LUB	549282101
003130	000003	19850531	20010129	I0003	EL PASO CGP CO	EP2	190441105
007985	000003	19850630		I0003	NORTHROP GRUMMAN CORP	NOC	666807102
005742	000003	19850731		I0003	CENTERPOINT ENERGY INC	CNP	15189T107
006734	000003	19850731	19900228	I0003	LIN BROADCASTING	LINB	532763109
010393	000003	19850731	19990309	I0003	TELE-COMM TCI GROUP  -SER A	TCOMA	87924V101
011672	000003	19850930		I0003	TJX COMPANIES INC	TJX	872540109
004850	000003	19850930	19880731	I0003	FORT HOWARD CORP	FORT.	347461931
008746	000003	19850930	19930930	I0003	PRICE CO	PCLB.1	741440101
010243	000003	19850930	19940531	I0003	SYNTEX CORP	SYN.1	871616108
006807	000003	19850930	19960422	I0003	LORAL CORP	LOR.2	543859102
004058	000003	19851031		I0003	DOVER CORP	DOV	260003108
003200	000003	19851031	19880531	I0003	COLTEC INDUSTRIES	COT.2	196879100
001990	000003	19851031	19961218	I0003	BALLY ENTERTAINMENT CORP	BLY	05873C106
008358	000003	19851130		I0003	PARKER-HANNIFIN CORP	PH	701094104
009224	000003	19851130	19950402	I0003	SAFETY-KLEEN CORP	SKLNQ	78648R203
004159	000003	19851130	19950430	I0003	E-SYSTEMS INC	ESY.1	269157301
006802	000003	19851130	20010701	I0003	LONGS DRUG STORES CORP	LDG	543162101
009395	000003	19851231	19860731	I0003	SANDERS ASSOCIATES INC	SAA.1.	799850102
010640	000003	19851231	19871130	I0003	TRACOR INC	TTRR	892349200
010885	000003	19860131	19890430	I0003	UNITED CABLE TELEVISION	UCT	909695108
008193	000003	19860131	19950529	I0003	OSHKOSH B'GOSH INC  -CL A	GOSHA	688222207
010726	000003	19860131	20071220	I0003	TRIBUNE MEDIA CO	TRCO	896047107
005878	000003	19860228		I0003	ILLINOIS TOOL WORKS	ITW	452308109
010412	000003	19860430	19881231	I0003	LORIMAR TELEPICTURES	6049B	544157100
003863	000003	19860430	20041219	I0003	DELUXE CORP	DLX	248019101
006268	000003	19860531		I0003	JOHNSON CONTROLS INTL PLC	JCI	G51502105
010558	000003	19860531	19860731	I0003	THRIFTY CORPORATION	TFD.	885868109
009280	000003	19860531	19990324	I0003	RUBBERMAID INC	RBD	781088109
006226	000003	19860531	20001123	I0003	FORT JAMES CORP	FJ	347471104
002085	000003	19860531	20071028	I0003	BAUSCH & LOMB HLDGS  -REDH	6583B	071707103
002193	000003	19860630	19971203	I0003	BEVERLY ENTERPRISES INC	BEV	087851309
006998	000003	19860630	19980927	I0003	MANOR CARE INC-OLD	MNR.1	564054104
005020	000003	19860731	19900531	I0003	GENENTECH INC	DNA	368710109
008750	000003	19860731	19900831	I0003	PRIME HOSPITALITY CORP	PDQ.2	741917108
004990	000003	19860831		I0003	GAP INC	GPS	364760108
007922	000003	19860831		I0003	NORDSTROM INC	JWN	655664100
006815	000003	19860930	19950704	I0003	LOTUS DEVELOPMENT CORP	LOTS.	545700106
007228	000003	19861031		I0003	MEDTRONIC PLC	MDT	G5960L103
010199	000003	19861031	19870930	I0003	SUPERMARKETS GEN HLDG  -CL A	5654C	868446949
001392	000003	19861031	19970914	I0003	AMDAHL CORP	AMH.1	023905102
003964	000003	19861031	20081021	I0003	DILLARDS INC  -CL A	DDS	254067101
002269	000003	19861130		I0003	BLOCK H & R INC	HRB	093671105
010247	000003	19861231		I0003	SYSCO CORP	SYY	871829107
009611	000003	19861231	20000315	I0003	SERVICE CORP INTERNATIONAL	SCI	817565104
007773	000003	19861231	20011202	I0003	NATIONAL SERVICE INDS INC	NSI.1	637657206
010946	000003	19861231	20020514	I0003	US AIRWAYS GROUP INC-OLD	3UAIRQ	911905107
010426	000003	19861231	20071230	I0003	TEMPLE-INLAND INC	TIN	879868107
009004	000003	19870131	20060131	I0003	REEBOK INTERNATIONAL LTD	RBK	758110100
004462	000003	19870228	19940228	I0003	NEWMARKET CORP	NEU	651587107
002938	000003	19870228	19980407	I0003	CHARMING SHOPPES INC	CHRS.1	161133103
002418	000003	19870331	19880229	I0003	BROCKWAY INC	BRK.1	111853107
007574	000003	19870331	19890630	I0003	CORDANT TECHNOLOGIES INC	CDD.2	218412104
009067	000003	19870430	19880331	I0003	FIRST REPUBLICBANK CORP	6131B	336160106
007650	000003	19870430	19981001	I0003	FIRST CHICAGO NBD CORP	FCN.1	31945A100
011359	000003	19870430	19981102	I0003	WELLS FARGO & CO -OLD	WFC.Z	949740104
010974	000003	19870430	20090105	I0003	UST INC	UST.1	902911106
006251	000003	19870531	19890831	I0003	JERRICO INC	JERR	476502109
003276	000003	19870630	19961015	I0003	TRANSITIONAL HOSPITALS CP	THY	893719104
003310	000003	19870731		I0003	CA INC	CA	12673P105
006495	000003	19870731	19880531	I0003	KOPPERS CO	KOP.1	500602107
003426	000003	19870731	19970526	I0003	CONRAIL INC	CRR.3	208368100
007065	000003	19870831		I0003	MARSH & MCLENNAN COS	MMC	571748102
005151	000003	19870831	19980715	I0003	GIANT FOOD INC  -CL A	GFS.A	374478105
007554	000003	19870831	19990527	I0003	MOORE WALLACE INC	MWI	615857109
008626	000003	19870831	20020721	I0003	PLACER DOME INC	PDG	725906101
005842	000003	19870930	19880430	I0003	I M S INTERNATIONAL INC	IMSI.	449700103
003226	000003	19871031	19931130	I0003	COMCAST CORP	CMCSA	20030N101
009357	000003	19871031	19980331	I0003	SAFETY-KLEEN CORP-OLD	SK.1	786484105
001913	000003	19871231		I0003	AVERY DENNISON CORP	AVY	053611109
008545	000003	19871231	19900822	I0003	PHILIPS INDUSTRIES INC	PHL.1	718320104
008093	000003	19871231	19960815	I0003	COVANTA ENERGY CORP	CVGYQ	22281N103
004769	000003	19871231	19971223	I0003	FLEMING COMPANIES INC	FLMIQ	339130106
008304	000003	19871231	20150830	I0003	PALL CORP	PLL	696429307
007171	000003	19880229	19940926	I0003	MCKESSON CORP	MCK	58155Q103
005581	000003	19880229	19991230	I0003	HELMERICH & PAYNE	HP	423452101
001246	000003	19880229	20000628	I0003	IKON OFFICE SOLUTIONS	IKN	451713101
003282	000003	19880229	20020505	I0003	COMPAQ COMPUTER CORP	CPQ.2	204493100
005680	000003	19880331		I0003	HOME DEPOT INC	HD	437076102
008245	000003	19880430		I0003	PNC FINANCIAL SVCS GROUP INC	PNC	693475105
009577	000003	19880430	19920331	I0003	SECURITY PACIFIC CORP	7448B	814823100
005080	000003	19880430	19981221	I0003	GENERAL RE CORP	GRN.1	370563108
001998	000003	19880430	20040630	I0003	BANK ONE CORP	ONE.1	06423A103
003243	000003	19880531		I0003	CITIGROUP INC	C	172967424
010187	000003	19880531		I0003	SUNTRUST BANKS INC	STI	867914103
007040	000003	19880531	19890731	I0003	MARION MERRELL DOW INC	MKC.1	569790108
008004	000003	19880531	19900430	I0003	NORTON CO	NRT.3	668605108
008805	000003	19880630	19941024	I0003	PSI RESOURCES INC	CIN2	693632002
004700	000003	19880630	19960101	I0003	FIRST FIDELITY BANCORP	FFB	320195100
008960	000003	19880630	19990812	I0003	RAYCHEM CORP	RYC.	754603108
005216	000003	19880630	20061001	I0003	GOLDEN WEST FINANCIAL CORP	GDW	381317106
011600	000003	19880731	20041219	I0003	WORTHINGTON INDUSTRIES	WOR	981811102
007409	000003	19880731	20100714	I0003	MILLIPORE CORP	MIL.2	601073109
004601	000003	19880831	20080910	I0003	FANNIE MAE	FNMA	313586109
001253	000003	19881031	19970114	I0003	ALEXANDER & ALEXANDER	AAL.1	014476105
014878	000003	19881031	19990228	I0003	ORYX ENERGY CO	ORX	68763F100
007906	000003	19881130		I0003	NIKE INC	NKE	654106103
004764	000003	19881130	20040331	I0003	FLEETBOSTON FINANCIAL CORP	FBF	339030108
003542	000003	19881231	19900930	I0003	CORROON & BLACK CORP	CBL.1	220291108
009911	000003	19881231	19920101	I0003	C & S SOVRAN CORP	CVN.3	12467H103
004213	000003	19890131		I0003	ECOLAB INC	ECL	278865100
001746	000003	19890131	19970806	I0003	NORAM ENERGY CORP	CNP2	655419000
006450	000003	19890228	19991115	I0003	KING WORLD PRODUCTIONS INC	KWP	495667107
004739	000003	19890228	20090101	I0003	WACHOVIA CORP	WB.3	929903102
007727	000003	19890331	19950223	I0003	NATIONAL EDUCATION CORP	NEC	635771108
008290	000003	19890331	19991129	I0003	PACIFICORP	MEC2	59598X002
012689	000003	19890331	20091220	I0003	KB HOME	KBH	48666K109
007875	000003	19890430		I0003	NEWELL BRANDS INC	NWL	651229106
010614	000003	19890430		I0003	TORCHMARK CORP	TMK	891027104
011453	000003	19890430	19920930	I0003	WETTERAU INC	WETT	961896107
013028	000003	19890430	19960530	I0003	PREMARK INTERNATIONAL INC	PMI.2	740459102
005501	000003	19890531	19951130	I0003	SHAWMUT NATIONAL CORP	SNC.1	820484103
003054	000003	19890531	20080330	I0003	CIRCUIT CITY STORES INC	CCTYQ	172737108
015426	000003	19890731	19990621	I0003	MORTON INTERNATIONAL INC	MII.3	619335102
006288	000003	19890731	20000509	I0003	JOSTENS INC	JOSEA	481088300
010787	000003	19890731	20090316	I0003	TYCO INTERNATIONAL PLC	TYC	G91442106
010984	000003	19890731	20130708	I0003	SPRINT CORP	S	852061100
012142	000003	19890831		I0003	ORACLE CORP	ORCL	68389X105
005342	000003	19890831	19960815	I0003	MONEYGRAM INTERNATIONAL INC	MGI	60935Y208
011993	000003	19890831	19991017	I0003	CYPRUS AMAX MINERALS CO	CYM.1	232809103
001794	000003	19890831	20081113	I0003	ASHLAND GLOBAL HOLDINGS INC	ASH	044186104
007904	000003	19890831	20111212	I0003	NICOR INC	GAS.2	654086107
002783	000003	19890831	20120701	I0003	PROGRESS ENERGY INC	DUK8	743263105
009298	000003	19890930	19970101	I0003	RYAN'S RESTAURANT GROUP INC	RYAN	783520109
013003	000003	19890930	19990608	I0003	JOY GLOBAL INC	JOY	413345109
005476	000003	19891031	19980331	I0003	HARLAND (JOHN H.) CO	JH	412693103
001468	000003	19891031	20040502	I0003	AMERICAN GREETINGS  -CL A	AM.1	026375105
009372	000003	19891130	20170104	I0003	ST JUDE MEDICAL INC	STJ	790849103
001878	000003	19891201		I0003	AUTODESK INC	ADSK	052769106
010109	000003	19891201	19971006	I0003	STRIDE RITE CORP	SRR	863314100
020423	000003	19900201	20080128	I0003	CAESARS ENTERTAINMENT CORP	CZR	413619107
004205	000003	19900301	19980119	I0003	ECHO BAY MINES LTD	ECO.2	278751102
007679	000003	19900301	19990801	I0003	NALCO CHEMICAL CO	NLC.2	629853102
003502	000003	19900501	20060717	I0003	COOPER TIRE & RUBBER CO	CTB	216831107
007567	000003	19900601	19951219	I0003	MORRISON KNUDSEN CORP OLD	3MRNKQ	618447106
008475	000003	19900801	20000402	I0003	PEP BOYS-MANNY MOE & JACK	PBY	713278109
002230	000003	19900801	20070711	I0003	BIOMET INC	5938B	090613100
006223	000003	19900901	19930930	I0003	EMCOR GROUP INC	EME	29084Q100
010931	000003	19901001	19970803	I0003	U S BANCORP-OLD	USBC.	911596104
009406	000003	19901201	19970727	I0003	SANTA FE SNYDER CORP	SFS.1	80218K105
003527	000003	19901201	19980428	I0003	CORESTATES FINANCIAL CORP	CFL.1	218695104
001359	000003	19901211	20010624	I0003	ALZA CORP	AZA.1	022615108
003491	000003	19910101	19940831	I0003	BLOCKBUSTER ENMNT CORP	BV.2	093676104
002281	000003	19910201	19970107	I0003	BOATMENS BANCSHARES INC	BOAT.	096650106
010672	000003	19910401	19950117	I0003	TRANSCO ENERGY CO	E.2	893532101
023798	000003	19910401	19950208	I0003	PET INC	PT.1	715825105
007017	000003	19910501		I0003	MARATHON OIL CORP	MRO	565849106
002443	000003	19910501	19950817	I0003	BRUNOS INC	BRNO20	116881202
023978	000003	19910501	20140701	I0003	UNITED STATES STEEL CORP	X	912909108
010860	000003	19910919		I0003	AMEREN CORP	AEE	023608102
011910	000003	19911001	20110427	I0003	NOVELL INC	NOVL	670006105
005306	000003	19911101	20050704	I0003	GREAT LAKES CHEMICAL CORP	GLK.1	390568103
001602	000003	19920102		I0003	AMGEN INC	AMGN	031162100
015208	000003	19920102	20080910	I0003	FEDERAL HOME LOAN MORTG CORP	FMCC	313400301
015708	000003	19920207	20150322	I0003	ALLERGAN INC	AGN.2	018490102
023592	000003	19920401	20060102	I0003	MBNA CORP	KRB	55262L100
025124	000003	19920701		I0003	PRAXAIR INC	PX	74005P104
016475	000003	19920701	19970716	I0003	GIDDINGS & LEWIS INC/WI	GIDL	375048105
010972	000003	19920701	19981001	I0003	U S SURGICAL CORP	USS.2	912707106
012136	000003	19920801	20100128	I0003	SUN MICROSYSTEMS INC	JAVA	866810203
006136	000003	19921001		I0003	INTERPUBLIC GROUP OF COS	IPG	460690100
013644	000003	19930701	19940831	I0003	MCCAW CELLULAR COMM  -CL A	MCAWA	579468109
028590	000003	19930701	19960121	I0003	BRINKS CO	BCO	109696104
027867	000003	19930701	19970601	I0003	DEAN WITTER DISCOVER & CO	DWD	24240V101
028701	000003	19930801	20011212	I0003	RALSTON PURINA CO	RAL.	751277302
022260	000003	19930901	20061119	I0003	HCA HEALTHCARE INC	HCA	404119109
029028	000003	19931001		I0003	COSTCO WHOLESALE CORP	COST	22160K105
028930	000003	19931001	19980520	I0003	MARRIOTT INTL INC	MAR	571903103
008596	000003	19931001	19991003	I0003	PIONEER HI-BRED INTERNATIONL	PHB.1	723686101
